sequence,chatgpt_4.5-formula,chatgpt_4.5-formula-eval,chatgpt_4.5-formula-correctness,chatgpt_4.5-formula-copy_seq,chatgpt_4.5-formula-ordinal,deepseek-formula,deepseek-formula-eval,deepseek-formula-correctness,deepseek-formula-copy_seq,deepseek-formula-ordinal,claude_3.7-formula,claude_3.7-formula-eval,claude_3.7-formula-correctness,claude_3.7-formula-copy_seq,claude_3.7-formula-ordinal,grok_3-formula,grok_3-formula-eval,grok_3-formula-correctness,grok_3-formula-copy_seq,grok_3-formula-ordinal,qwen-formula,qwen-formula-eval,qwen-formula-correctness,qwen-formula-copy_seq,qwen-formula-ordinal,gpt_o1-program,gpt_o1-program-print,gpt_o1-program-correctness,gpt_4o-program,gpt_4o-program-print,gpt_4o-program-correctness,gpt_o1-formula,gpt_o1-formula-correctness,gpt_o1-formula-copy_seq,gpt_o1-formula-ordinal,gpt_4o-formula,gpt_4o-formula-eval,gpt_4o-formula-correctness,gpt_4o-formula-ordinal,gpt_4o-formula-copy_seq,claude_3.5-program,claude_3.5-program-print,claude_3.5-program-correctness,claude_3.5-formula,claude_3.5-formula-eval,claude_3.5-formula-ordinal,claude_3.5-formula-correctness,claude_3.5-formula-copy_seq,gpt_4o_mini-program,gpt_4o_mini-formula,gpt_4o_mini-program-print,gpt_4o_mini-program-correctness,gpt_4o_mini-formula-correctness,gpt_4o_mini-formula-ordinal,gpt_4o_mini-formula-copy_seq,cursor_small-program,cursor_small-program-correctness,cursor_small-program-print,cursor_small-formula,cursor_small-formula-eval,cursor_small-formula-correctness,cursor_small-formula-ordinal,cursor_small-formula-copy_seq,gemini-program,gemini-program-correctness,gemini-program-print,gemini-formula,gemini-formula-eval,gemini-formula-correctness,gemini-formula-ordinal,gemini-formula-copy_seq,meta-program,meta-program-print,meta-program-correctness,meta-formula,meta-ai-formula-eval,meta-formula-correctness,meta-formula-ordinal,meta-formula-copy_seq,o1_mini-program,o1_mini-program-correctness,o1_mini-program-print,o1_mini-formula,o1_mini-formula-eval,o1_mini-formula-correctness,o1_mini-formula-ordinal,o1_mini-formula-copy_seq,o1_preview-program,o1_preview-program-correctness,o1_preview-program-print,o1_preview-formula,o1_preview-formula-ordinal,o1_preview-formula-eval,o1_preview-formula-correctness,o1_preview-formula-copy_seq,mistral-program,mistral-program-print,mistral-program-correctness,mistral-formula,mistral-formula-eval,mistral-formula-copy_seq,mistral-formula-ordinal,mistral-formula-correctness
"101,102,103,104,105,106,107,108,109,110",n + 100,"101,102,103,104,105,000,000,000,000,000",True,False,False,a_n = n + 100,"101,102,103,104,105,000,000,000,000,000",True,False,False,n+110,"101,102,103,104,105,000,000,000,000,000",True,False,False,n+100,"101,102,103,104,105,000,000,000,000,000",True,False,False,"n + 100 for n in range(1,11)","101,102,103,104,105,000,000,000,000,000",True,False,False,,,,,,,,,,,n+110,"101,102,103,104,105,000,000,000,000,000",True,False,False,,,,n+110,"101,102,103,104,105,000,000,000,000,000",True,False,False,,n+110,,,True,False,False,,,,n + 100,1.11E+29,False,False,False,,,,"a_n = n + 100,for n >= 1",1.11E+29,False,False,False,,,,lambda n: 100 + n,1.11E+29,False,False,False,,,,n+100,1.01E+29,False,False,False,,,,n+100,False,1.01E+29,False,False,,,,n+100,1.11E+29,False,False,True
"111,112,113,114,115,116,117,118,119,120",n + 110,"111,112,113,114,115,000,000,000,000,000",True,False,False,a_n = n + 110,"111,112,113,114,115,000,000,000,000,000",True,False,False,n+120,"111,112,113,114,115,000,000,000,000,000",True,False,False,n+110,"111,112,113,114,115,000,000,000,000,000",True,False,False,"n + 110 for n in range(1,11)","111,112,113,114,115,000,000,000,000,000",True,False,False,,,,,,,,,,,n+120,"111,112,113,114,115,000,000,000,000,000",True,False,False,,,,n+120,"111,112,113,114,115,000,000,000,000,000",True,False,False,,n+120,,,True,False,False,,,,n + 110,1.21E+29,False,False,False,,,,"a_n = n + 110,for n >= 1",1.21E+29,False,False,False,,,,lambda n: 110 + n,1.21E+29,False,False,False,,,,n+110,1.11E+29,False,False,False,,,,n+110,False,1.11E+29,False,False,,,,n+110,1.21E+29,False,False,True
"121,122,123,124,125,126,127,128,129,130",n + 120,"121,122,123,124,125,000,000,000,000,000",True,False,False,a_n = n + 120,"121,122,123,124,125,000,000,000,000,000",True,False,False,n+130,"121,122,123,124,125,000,000,000,000,000",True,False,False,n+120,"121,122,123,124,125,000,000,000,000,000",True,False,False,"n + 120 for n in range(1,11)","121,122,123,124,125,000,000,000,000,000",True,False,False,,,,,,,,,,,n+130,"121,122,123,124,125,000,000,000,000,000",True,False,False,,,,n+130,"121,122,123,124,125,000,000,000,000,000",True,False,False,,n+130,,,True,False,False,,,,n + 120,1.31E+29,False,False,False,,,,"a_n = n + 120,for n >= 1",1.31E+29,False,False,False,,,,lambda n: 120 + n,1.31E+29,False,False,False,,,,n+120,1.21E+29,False,False,False,,,,n+120,False,1.21E+29,False,False,,,,n+120,1.31E+29,False,False,True
"131,132,133,134,135,136,137,138,139,140",n + 130,"131,132,133,134,135,000,000,000,000,000",True,False,False,a_n = n + 130,"131,132,133,134,135,000,000,000,000,000",True,False,False,n+140,"131,132,133,134,135,000,000,000,000,000",True,False,False,n+130,"131,132,133,134,135,000,000,000,000,000",True,False,False,"n + 130 for n in range(1,11)","131,132,133,134,135,000,000,000,000,000",True,False,False,,,,,,,,,,,n+140,"131,132,133,134,135,000,000,000,000,000",True,False,False,,,,n+140,"131,132,133,134,135,000,000,000,000,000",True,False,False,,n+140,,,True,False,False,,,,n + 130,1.41E+29,False,False,False,,,,"a_n = n + 130,for n >= 1",1.41E+29,False,False,False,,,,lambda n: 130 + n,1.41E+29,False,False,False,,,,n+130,1.31E+29,False,False,False,,,,n+130,False,1.31E+29,False,False,,,,n+130,1.41E+29,False,False,True
"141,142,143,144,145,146,147,148,149,150",n + 140,"141,142,143,144,145,000,000,000,000,000",True,False,False,a_n = n + 140,"141,142,143,144,145,000,000,000,000,000",True,False,False,n+150,"141,142,143,144,145,000,000,000,000,000",True,False,False,n+140,"141,142,143,144,145,000,000,000,000,000",True,False,False,"n + 140 for n in range(1,11)","141,142,143,144,145,000,000,000,000,000",True,False,False,,,,,,,,,,,n+150,"141,142,143,144,145,000,000,000,000,000",True,False,False,,,,n+150,"141,142,143,144,145,000,000,000,000,000",True,False,False,,n+150,,,True,False,False,,,,n + 140,1.51E+29,False,False,False,,,,"a_n = n + 140,for n >= 1",1.51E+29,False,False,False,,,,lambda n: 140 + n,1.51E+29,False,False,False,,,,n+140,1.41E+29,False,False,False,,,,n+140,False,1.41E+29,False,False,,,,n+140,1.51E+29,False,False,True
"151,152,153,154,155,156,157,158,159,160",n + 150,"151,152,153,154,155,000,000,000,000,000",True,False,False,a_n = n + 150,"151,152,153,154,155,000,000,000,000,000",True,False,False,n+160,"151,152,153,154,155,000,000,000,000,000",True,False,False,n+150,"151,152,153,154,155,000,000,000,000,000",True,False,False,"n + 150 for n in range(1,11)","151,152,153,154,155,000,000,000,000,000",True,False,False,,,,,,,,,,,n+160,"151,152,153,154,155,000,000,000,000,000",True,False,False,,,,n+160,"151,152,153,154,155,000,000,000,000,000",True,False,False,,n+160,,,True,False,False,,,,n + 150,1.61E+29,False,False,False,,,,"a_n = n + 150,for n >= 1",1.61E+29,False,False,False,,,,lambda n: 150 + n,1.61E+29,False,False,False,,,,n+150,1.51E+29,False,False,False,,,,n+150,False,1.51E+29,False,False,,,,n+150,1.61E+29,False,False,True
"161,162,163,164,165,166,167,168,169,170",n + 160,"161,162,163,164,165,000,000,000,000,000",True,False,False,a_n = n + 160,"161,162,163,164,165,000,000,000,000,000",True,False,False,n+170,"161,162,163,164,165,000,000,000,000,000",True,False,False,n+160,"161,162,163,164,165,000,000,000,000,000",True,False,False,"n + 160 for n in range(1,11)","161,162,163,164,165,000,000,000,000,000",True,False,False,,,,,,,,,,,n+170,"161,162,163,164,165,000,000,000,000,000",True,False,False,,,,n+170,"161,162,163,164,165,000,000,000,000,000",True,False,False,,n+170,,,True,False,False,,,,n + 160,1.71E+29,False,False,False,,,,"a_n = n + 160,for n >= 1",1.71E+29,False,False,False,,,,lambda n: 160 + n,1.71E+29,False,False,False,,,,n+160,1.61E+29,False,False,False,,,,n+160,False,1.61E+29,False,False,,,,n+160,1.71E+29,False,False,True
"171,172,173,174,175,176,177,178,179,180",n + 170,"171,172,173,174,175,000,000,000,000,000",True,False,False,a_n = n + 170,"171,172,173,174,175,000,000,000,000,000",True,False,False,n+180,"171,172,173,174,175,000,000,000,000,000",True,False,False,n+170,"171,172,173,174,175,000,000,000,000,000",True,False,False,"n + 170 for n in range(1,11)","171,172,173,174,175,000,000,000,000,000",True,False,False,,,,,,,,,,,n+180,"171,172,173,174,175,000,000,000,000,000",True,False,False,,,,n+180,"171,172,173,174,175,000,000,000,000,000",True,False,False,,n+180,,,True,False,False,,,,n + 170,1.81E+29,False,False,False,,,,"a_n = n + 170,for n >= 1",1.81E+29,False,False,False,,,,lambda n: 170 + n,1.81E+29,False,False,False,,,,n+170,1.71E+29,False,False,False,,,,n+170,False,1.71E+29,False,False,,,,n+170,1.81E+29,False,False,True
"181,182,183,184,185,186,187,188,189,190",n + 180,"181,182,183,184,185,000,000,000,000,000",True,False,False,a_n = n + 180,"181,182,183,184,185,000,000,000,000,000",True,False,False,n+190,"181,182,183,184,185,000,000,000,000,000",True,False,False,n+180,"181,182,183,184,185,000,000,000,000,000",True,False,False,"n + 180 for n in range(1,11)","181,182,183,184,185,000,000,000,000,000",True,False,False,,,,,,,,,,,n+190,"181,182,183,184,185,000,000,000,000,000",True,False,False,,,,n+190,"181,182,183,184,185,000,000,000,000,000",True,False,False,,n+190,,,True,False,False,,,,n + 180,1.91E+29,False,False,False,,,,"a_n = n + 180,for n >= 1",1.91E+29,False,False,False,,,,lambda n: 180 + n,1.91E+29,False,False,False,,,,n+180,1.81E+29,False,False,False,,,,n+180,False,1.81E+29,False,False,,,,n+180,1.91E+29,False,False,True
"191,192,193,194,195,196,197,198,199,200",n + 190,"191,192,193,194,195,000,000,000,000,000",True,False,False,a_n = n + 190,"191,192,193,194,195,000,000,000,000,000",True,False,False,Prime(n),"191,192,193,194,195,000,000,000,000,000",True,False,False,n+190,"191,192,193,194,195,000,000,000,000,000",True,False,False,"n + 190 for n in range(1,11)","191,192,193,194,195,000,000,000,000,000",True,False,False,,,,,,,,,,,Prime(n),"191,192,193,194,195,000,000,000,000,000",True,False,False,,,,Prime(n),"191,192,193,194,195,000,000,000,000,000",True,False,False,,Prime(n),,,True,False,False,,,,n + 190,2.01E+29,False,False,False,,,,"a_n = n + 190,for n >= 1",1.91E+29,False,False,False,,,,lambda n: 190 + n,"2,3,5,7,11,13,17,19,23,29",True,False,False,,,,n+190,1.91E+29,False,False,False,,,,n+190,False,1.91E+29,False,False,,,,n+190,1.91E+29,False,False,True
"2,3,5,7,11,13,17,19,23,29",***,***,False,False,False,a_n = nth prime number,"2,3,5,7,11,13,17,19,23,29",True,False,False,Fibonacci(n),"2,3,5,7,11,13,17,19,23,29",True,False,False,prime numbers,"2,3,5,7,11,13,17,19,23,29",True,False,False,"nth_prime(n) for n in range(1,11)","2,3,5,7,11,13,17,19,23,29",True,False,False,,,,,,,,,,,Fib(n),"2,3,5,7,11,13,17,19,23,29",True,False,False,,,,Fibonacci(n),"2,3,5,7,11,13,17,19,23,29",True,False,False,,Fib(n),,,True,False,False,,,,prime(n),"2,3,5,7,11,13,17,19,23,29",True,False,False,,,,"a_n is the n-th prime number,for n >= 1","2,3,5,7,11,13,17,19,23,29",True,False,False,,,,"lambda n: nth_prime(n+1) for nth_prime in [lambda n: nth_prime_aux(n,i) for i in range(100)]","1,1,2,3,5,8,13,21,34,55",True,False,False,,,,***,***,False,False,False,,,,***,False,***,False,False,,,,F(n+2),"2,3,5,7,11,13,17,19,23,29",False,False,True
"1,1,2,3,5,8,13,21,34,55",Fibonacci(n),"1,1,2,3,5,8,13,21,34,55",True,False,False,a_n = Fibonacci sequence,"1,1,2,3,5,8,13,21,34,55",True,False,False,2^(n-1),"1,1,2,3,5,8,13,21,34,55",True,False,False,"F(n) = F(n-1) + F(n-2) with F(1) = 1,F(2) = 1","1,1,2,3,5,8,13,21,34,55",True,False,False,"fibonacci(n) for n in range(1,11)","1,1,2,3,5,8,13,21,34,55",True,False,False,,,,,,,,,,,2^n,"1,1,2,3,5,8,13,21,34,55",True,False,False,,,,2^(n-1),"1,1,2,3,5,8,13,21,34,55",True,False,False,,2^n,,,True,False,False,,,,fibonacci(n),"1,1,2,3,5,8,13,21,34,55",True,False,False,,,,"a_n = F_n,where F_n is the n-th Fibonacci number,with F_1 = 1,F_2 = 1","1,1,2,3,5,8,13,21,34,55",True,False,False,,,,"lambda n: fib(n+1) for fib in [lambda n: fib_aux(n,i) for i in range(100)]","1,2,4,8,16,32,64,128,256,512",True,False,False,,,,F(n) = F(n-1) + F(n-2),"1,1,2,3,5,8,13,21,34,55",True,False,False,,,,F(n) = F(n-1) + F(n-2),False,"1,1,2,3,5,8,13,21,34,55",True,False,,,,2^n,"1,1,2,3,5,8,13,21,34,55",False,False,True
"1,2,4,8,16,32,64,128,256,512",2^(n-1),"1,2,4,8,16,32,64,128,256,512",True,False,False,a_n = 2^{n-1},"1,2,4,8,16,32,64,128,256,512",True,False,False,3^(n-1),"1,2,4,8,16,32,64,128,256,512",True,False,False,2^n,"1,2,4,8,16,32,64,128,256,512",True,False,False,"2**(n-1) for n in range(1,11)","1,2,4,8,16,32,64,128,256,512",True,False,False,,,,,,,,,,,3^n,"1,2,4,8,16,32,64,128,256,512",True,False,False,,,,3^(n-1),"1,2,4,8,16,32,64,128,256,512",True,False,False,,3^n,,,True,False,False,,,,2^n,"1,2,4,8,16,32,64,128,256,512",True,False,False,,,,"a_n = 2^(n-1),for n >= 1","1,2,4,8,16,32,64,128,256,512",True,False,False,,,,lambda n: 2**n,"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,,,,2^n,"1,2,4,8,16,32,64,128,256,512",True,False,False,,,,2^n,False,"1,2,4,8,16,32,64,128,256,512",True,False,,,,3^n,"1,2,4,8,16,32,64,128,256,512",False,False,True
"1,3,9,27,81,243,729,2187,6561,19683",3^(n-1),"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,a_n = 3^{n-1},"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,n^2,"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,3^n,"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,"3**(n-1) for n in range(1,11)","1,3,9,27,81,243,729,2187,6561,19683",True,False,False,,,,,,,,,,,n^2,"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,,,,n^2,"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,,n^2,,,True,False,False,,,,3^n,"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,,,,"a_n = 3^(n-1),for n >= 1","1,3,9,27,81,243,729,2187,6561,19683",True,False,False,,,,lambda n: 3**n,"1,4,9,16,25,36,49,64,81,100",True,False,False,,,,3^n,"1,3,9,27,81,243,729,2187,6561,19683",True,False,False,,,,3^n,False,"1,3,9,27,81,243,729,2187,6561,19683",True,False,,,,n^2,"1,3,9,27,81,243,729,2187,6561,19683",False,False,True
"1,4,9,16,25,36,49,64,81,100",n^2,"1,4,9,16,25,36,49,64,81,100",True,False,False,a_n = n^2,"1,4,9,16,25,36,49,64,81,100",True,False,False,n^3,"1,4,9,16,25,36,49,64,81,100",True,False,False,n^2,"1,4,9,16,25,36,49,64,81,100",True,False,False,"n2 for n in range(1,11)","1,4,9,16,25,36,49,64,81,100",True,False,False,,,,,,,,,,,n^3,"1,4,9,16,25,36,49,64,81,100",True,False,False,,,,n^3,"1,4,9,16,25,36,49,64,81,100",True,False,False,,n^3,,,True,False,False,,,,n^2,"1,4,9,16,25,36,49,64,81,100",True,False,False,,,,"a_n = n^2,for n >= 1","1,4,9,16,25,36,49,64,81,100",True,False,False,,,,lambda n: n**2,"1,8,27,64,125,216,343,512,729,1000",True,False,False,,,,n^2,"1,4,9,16,25,36,49,64,81,100",True,False,False,,,,n^2,False,"1,4,9,16,25,36,49,64,81,100",True,False,,,,n^3,"1,4,9,16,25,36,49,64,81,100",False,False,True
"1,8,27,64,125,216,343,512,729,1000",n^3,"1,8,27,64,125,216,343,512,729,1000",True,False,False,a_n = n^3,"1,8,27,64,125,216,343,512,729,1000",True,False,False,n!,"1,8,27,64,125,216,343,512,729,1000",True,False,False,n^3,"1,8,27,64,125,216,343,512,729,1000",True,False,False,"n 3 for n in range(1,11)","1,8,27,64,125,216,343,512,729,1000",True,False,False,,,,,,,,,,,n!,"1,8,27,64,125,216,343,512,729,1000",True,False,False,,,,n!,"1,8,27,64,125,216,343,512,729,1000",True,False,False,,n!,,,True,False,False,,,,n^3,"1,8,27,64,125,216,343,512,729,1000",True,False,False,,,,"a_n = n^3,for n >= 1","1,8,27,64,125,216,343,512,729,1000",True,False,False,,,,lambda n: n**3,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,,,,n^3,"1,8,27,64,125,216,343,512,729,1000",True,False,False,,,,n^3,False,"1,8,27,64,125,216,343,512,729,1000",True,False,,,,n!,"1,8,27,64,125,216,343,512,729,1000",False,False,True
"1,1,2,6,24,120,720,5040,40320,362880",n!,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,a_n = n!,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,n(n+1)/2,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,n!,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,"factorial(n) for n in range(1,11)","1,1,2,6,24,120,720,5040,40320,362880",True,False,False,,,,,,,,,,,n(n+1)/2,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,,,,n(n+1)/2,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,,n(n+1)/2,,,True,False,False,,,,n!,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,,,,"a_n = n!,for n >= 1","1,1,2,6,24,120,720,5040,40320,362880",True,False,False,,,,lambda n: math.factorial(n),"1,3,6,10,15,21,28,36,45,55",True,False,False,,,,n!,"1,1,2,6,24,120,720,5040,40320,362880",True,False,False,,,,n!,False,"1,1,2,6,24,120,720,5040,40320,362880",True,False,,,,n*(n+1)/2,"1,1,2,6,24,120,720,5040,40320,362880",False,False,True
"1,3,6,10,15,21,28,36,45,55",n(n+1)/2,"1,3,6,10,15,21,28,36,45,55",True,False,False,a_n = triangular numbers,"1,3,6,10,15,21,28,36,45,55",True,False,False,Fibonacci(n+1)�+ Fibonacci(n-1),***,False,False,False,n(n+1)/2,"1,3,6,10,15,21,28,36,45,55",True,False,False,"n*(n+1)//2 for n in range(1,11)","1,3,6,10,15,21,28,36,45,55",True,False,False,,,,,,,,,,,"1,3,6,10,15,21,28,36,45,55","1,3,6,10,15,21,28,36,45,55",True,False,True,,,,Fibonacci(n+1)�+ Fibonacci(n-1),***,False,False,False,,"2, 1, 3, 4, 7, 11, 18, 29, 47, 76",,,True,False,True,,,,n(n + 1)/2,"1,3,6,10,15,21,28,36,45,55",True,False,False,,,,"a_n = n(n+1)/2,for n >= 1","1,3,6,10,15,21,28,36,45,55",True,False,False,,,,lambda n: n*(n+1)//2,"2,1,3,4,7,11,18,29,47,76",True,False,False,,,,n(n+1)/2,"1,3,6,10,15,21,28,36,45,55",True,False,False,,,,n(n+1)/2,False,"1,3,6,10,15,21,28,36,45,55",True,False,,,,2*F(n)-1,"1,3,6,10,15,21,28,36,45,55",False,False,True
"2,1,3,4,7,11,18,29,47,76",Fibonacci(n+1) - 1,"2,1,3,4,7,11,18,29,47,76",True,False,False,a_n = Lucas sequence,"2,1,3,4,7,11,18,29,47,76",True,False,False,a(n) = a(n-1)�+ a(n-2)�+�1 a(0) =�0 a(1) = 1,***,False,False,False,"F(n) = F(n-1) + F(n-2) with F(1) = 2,F(2) = 1","2,1,3,4,7,11,18,29,47,76",True,False,False,"lucas(n) for n in range(1,11)","2,1,3,4,7,11,18,29,47,76",True,False,False,,,,,,,,,,,"2,1,3,4,7,11,18,29,47,76","2,1,3,4,7,11,18,29,47,76",True,False,True,,,,a(n) = a(n-1)�+ a(n-2)�+�1 a(0) =�0 a(1) = 1,***,False,False,False,,"0, 1, 2, 5, 12, 29, 70, 169, 408, 985",,,True,False,True,,,,a(n) = a(n-1) + a(n-2) + 1,"2,1,3,4,7,11,18,29,47,76",True,False,False,,,,"a_1 = 2,a_2 = 1,a_n = a_{n-1} + a_{n-2} for n > 2","2,1,3,4,7,11,18,29,47,76",True,False,False,,,,lambda n: fib(n+1) + fib(n-1) if n > 1 else 1,"0,1,2,5,12,29,70,169,408,985",True,False,False,,,,"2,1,3,4,7,11,18,29,47,76","2,1,3,4,7,11,18,29,47,76",True,False,True,,,,"2,1,3,4,7,11,18,29,47,76",False,"2,1,3,4,7,11,18,29,47,76",True,True,,,,C(n),"2,1,3,4,7,11,18,29,47,76",False,False,True
"0,1,2,5,12,29,70,169,408,985",Fibonacci(2n-1),"0,1,2,5,12,29,70,169,408,985",True,False,False,a_n = Pell numbers,"0,1,2,5,12,29,70,169,408,985",True,False,False,n^n,"0,1,2,5,12,29,70,169,408,985",True,False,False,"F(n) = 2F(n-1) + 3F(n-2) with F(1) = 0,F(2) = 1","0,1,2,5,12,29,70,169,408,985",True,False,False,"pell(n) for n in range(1,11)","0,1,2,5,12,29,70,169,408,985",True,False,False,,,,,,,,,,,n^n,"0,1,2,5,12,29,70,169,408,985",True,False,False,,,,n^n,"0,1,2,5,12,29,70,169,408,985",True,False,False,,n^n,,,True,False,False,,,,a(n) = a(n-1) + a(n-2) + 1,"0,1,2,5,12,29,70,169,408,985",True,False,False,,,,"a_1 = 0,a_2 = 1,a_n = 2*a_{n-1} + a_{n-2} for n > 2","0,1,2,5,12,29,70,169,408,985",True,False,False,,,,lambda n: fib(n+2) - fib(n) if n > 0 else 0,"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,,,,"0,1,2,5,12,29,70,169,408,985","0,1,2,5,12,29,70,169,408,985",True,False,True,,,,"0,1,2,5,12,29,70,169,408,985",False,"0,1,2,5,12,29,70,169,408,985",True,True,,,,n^n,"0,1,2,5,12,29,70,169,408,985",False,False,True
"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",n^n,"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,a_n = n^n,"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,(2n)! / (n!�n!),***,False,False,False,n^n,"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,"nn for n in range(1,11)","1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,,,,,,,,,,,C(2nn),"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,,,,(2n)! / (n!�n!),***,False,False,False,,C(2nn),,,True,False,False,,,,n^n,"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,,,,"a_n = n^n,for n >= 1","1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,,,,lambda n: n**n,"1,2,6,20,70,252,924,3432,12870,48620",True,False,False,,,,n^n,"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,False,,,,n^n,False,"1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",True,False,,,,"C(2*n,n)","1,4,27,256,3125,46656,823543,16777216,387420489,10000000000",False,False,True
"1,2,6,20,70,252,924,3432,12870,48620","binomial coefficient: C(2n,n)","1,2,6,20,70,252,924,3432,12870,48620",True,False,False,a_n = central binomial coefficients,"1,2,6,20,70,252,924,3432,12870,48620",True,False,False,"4,6,9,10,14,15,21,22,25,26","4,6,9,10,14,15,21,22,25,26",False,True,False,"C(n+1,2)","1,2,6,20,70,252,924,3432,12870,48620",True,False,False,"catalan(n) for n in range(1,11)","1,2,6,20,70,252,924,3432,12870,48620",True,False,False,,,,,,,,,,,"1,2,6,20,70,252,924,3432,12870,48620","1,2,6,20,70,252,924,3432,12870,48620",True,False,True,,,,"4,6,9,10,14,15,21,22,25,26","4,6,9,10,14,15,21,22,25,26",False,True,False,,"1,2,6,20,70,252,924,3432,12870,48620",,,True,False,True,,,,"binomial(n,2)","1,2,6,20,70,252,924,3432,12870,48620",True,False,False,,,,"a_n = C(2n,n) / (n+1),where C is the binomial coefficient","1,2,6,20,70,252,924,3432,12870,48620",True,False,False,,,,"lambda n: comb(n+2,2)","4,6,9,10,14,15,21,22,25,26",True,False,False,,,,C(2nn),"1,2,6,20,70,252,924,3432,12870,48620",True,False,False,,,,C(2nn),False,"1,2,6,20,70,252,924,3432,12870,48620",True,False,,,,2*n,"1,2,6,20,70,252,924,3432,12870,48620",False,False,True
"2,3,5,7,11,13,17,19,23,29",***,***,False,False,False,a_n = nth prime number,"2,3,5,7,11,13,17,19,23,29",True,False,False,"1,10,11,100,101,110,111,1000,1001,1010","1,10,11,100,101,110,111,1000,1001,1010",False,True,False,prime numbers,"4,6,9,10,14,15,21,22,25,26",False,False,False,"nth_prime(n) for n in range(1,11)","4,6,9,10,14,15,21,22,25,26",True,False,False,,,,,,,,,,,"2,3,5,7,11,13,17,19,23,29","2,3,5,7,11,13,17,19,23,29",True,False,True,,,,"1,10,11,100,101,110,111,1000,1001,1010","1,10,11,100,101,110,111,1000,1001,1010",False,True,False,,"2,3,5,7,11,13,17,19,23,29",,,True,False,True,,,,prime(n),"4,6,9,10,14,15,21,22,25,26",True,False,False,,,,"a_n is the n-th prime number,for n >= 1","4,6,9,10,14,15,21,22,25,26",True,False,False,,,,"lambda n: nth_prime(n+1) for nth_prime in [lambda n: nth_prime_aux(n,i) for i in range(100)]","1,10,11,100,101,110,111,1000,1001,1010",True,False,False,,,,"4,6,9,10,14,15,21,22,25,26","4,6,9,10,14,15,21,22,25,26",True,False,True,,,,"4,6,9,10,14,15,21,22,25,26",False,"4,6,9,10,14,15,21,22,25,26",True,True,,,,n+4,"4,6,9,10,14,15,21,22,25,26",False,False,True
"4,6,9,10,14,15,21,22,25,26",***,***,False,False,False,a_n = semiprimes,"4,6,9,10,14,15,21,22,25,26",True,False,False,"0,1,81,512,2401,4913,5832,17576,19683,234256","0,1,81,512,2401,4913,5832,17576,19683,234256",False,True,False,***,***,False,False,False,"semiprime(n) for n in range(1,11)","1,10,11,100,101,110,111,1000,1001,1010",True,False,False,,,,,,,,,,,"4,6,9,10,14,15,21,22,25,26","4,6,9,10,14,15,21,22,25,26",True,False,True,,,,"0,1,81,512,2401,4913,5832,17576,19683,234256","0,1,81,512,2401,4913,5832,17576,19683,234256",False,True,False,,"4,6,9,10,14,15,21,22,25,26",,,True,False,True,,,,n^2 - n + 2,"1,10,11,100,101,110,111,1000,1001,1010",True,False,False,,,,***,***,False,False,False,,,,lambda n: int(bin(n)[2:]),"0,1,81,512,2401,4913,5832,17576,19683,234256",True,False,False,,,,"1,10,11,100,101,110,111,1000,1001,1010","1,10,11,100,101,110,111,1000,1001,1010",True,False,True,,,,"1,10,11,100,101,110,111,1000,1001,1010",False,"1,10,11,100,101,110,111,1000,1001,1010",True,True,,,,2^n-1,"1,10,11,100,101,110,111,1000,1001,1010",False,False,True
